ProteinID,p1_1,p1_2,p1_3,p2_1,p2_2,p2_3,p3_1,p3_2,p3_3,NoGp_1,NoGp_2,NoGp_3,NoGn_1,NoGn_2,NoGn_3
Q99550,272.4,140.2,268.8,123.8,222.8,202.4,248.6,171.4,219.8,235.7,195.5,274.7,70,82.5,87.1
P17181,19.1,14.7,11.9,15.6,19.2,7.6,19.9,17.9,22.6,17.6,17.8,20.5,8.7,9.3,8
Q96QU8,16.9,5.6,6.7,10.5,0,10.7,13.9,8.9,5,5.1,6.1,7.4,8.5,0,2.6
O43665,80.8,133.1,88.3,84,143.5,74,93.7,119.4,164.7,108.7,79.3,69.8,60.1,77.5,73.6
Q8N300,26.2,38.6,27.8,19.3,49.6,23.4,35.8,35.3,46.1,31,37.3,20.5,19.1,28.5,21.8
Q86YZ3,97.2,218.9,166.7,180.4,164.6,66.5,121.7,190.9,206.5,73.1,267.9,148.9,187.3,216.2,507
Q9BZG1,168.9,106,96.1,331.4,91.7,119.8,147.3,158.2,144.8,126.7,101.5,145.8,117.9,61,82.6
Q15050,318.6,150.6,243.9,174.3,274.1,223.3,342.8,151.3,238.2,364.4,107.4,156.8,94.5,163.5,140.8
Q9GZR7,442,252,249,312.6,283.9,403.6,395.6,277.6,305.2,430.5,187.3,192.6,184.9,229.4,184.2
Q49A88,29.1,18,16.9,18.1,15,21.9,20,12.3,11.8,29.8,14,17.6,12.2,19.9,13.6
Q9BSF4,27,19.2,12.2,56.3,13.8,21.3,21.5,25,11.1,21.9,12.7,19.1,21.7,12.6,16.7
Q9Y275,0,4.7,2.5,3.9,3.1,0,0,4.5,3.7,5.9,3.3,3.6,14.2,13.6,12.5
Q9NPD8,74.2,32.1,58.4,46.2,36.8,53,56.8,37.4,28.4,58.9,26.4,43.2,19.8,11.9,9.3
P62328,12.1,19,17.6,12.9,19.3,15,18.1,18.4,19,16.7,26.8,13.7,12.7,17,13.2
Q99879,180.2,93.3,245.6,85.3,279.8,192.8,170.8,84.8,207.5,233.3,42.1,116.6,30.7,56.3,55.9
O15160,509.9,81.8,436.3,158.7,126.2,342.2,379.4,97,103.5,274.3,55,239.5,79.6,53.3,47.6
Q9UHI6,306.4,171.2,227.3,203.7,174.6,241.4,277.2,198.6,166.5,235.6,184.4,228.1,161.5,170.1,151.6
O75528,50.6,49.7,74.1,30.6,77.6,44.5,46.8,59.8,79.9,62.8,44.5,44,27.2,33.2,22.5
Q9H5V9,35.8,30.4,30.3,45.9,25.3,38.4,49.3,36.4,42.6,32.7,19.4,28.1,25.1,24.6,29.9
P46109,224,228.1,366.6,146.7,297.1,245.4,238.1,227.6,244.4,254.4,238.6,345.1,97.2,113.6,91.4
A0A2R8Y619,944.9,625.6,1519.5,566.5,1587.3,895.1,1089.5,568.2,1559.2,1330.1,370.3,959.7,214.5,385.7,387.9
Q9P244,6.4,8.8,9.6,12,13.1,6,11.5,11.6,12.4,10.6,9.7,10.1,13.5,18.6,19.3
O60299,16.8,16.8,27.5,14.4,27.2,16.9,20,16.9,26.7,17.8,24.7,29.4,7.2,5.9,4.9
Q9HBH5,142.3,110.6,80.7,269.7,72.8,119.1,114.6,143.3,112,104.6,102.2,101.9,142.9,90.5,99.5
P55283,166,283.8,267.4,281.6,291,108.6,186.7,311.2,330.3,168.9,313.7,231.2,115.1,139,152.1
Q92947,21.8,13.7,11.4,47.6,12.4,13.5,14.8,24.4,12.7,16.2,14.4,9.7,18.7,11.7,20.6
Q8WUA2,227.6,138.6,207.7,121.9,142.4,171.6,216.2,133.5,150.1,191.8,98.9,135.7,79,67.5,65.4
P01036,3.9,11.3,5.7,4.1,4,3.1,3.4,4.8,6.1,4.4,11.7,2.6,9.3,16.7,19.2
Q86V48,495.5,348.1,490.5,322.7,500.6,412.3,539.6,408.4,546.4,438.6,425.8,461.5,138.5,171.7,160.2
Q9BQ70,39.3,35.7,19.9,32.5,21.7,21.6,30.4,34.9,23.1,32.7,30.1,26.2,36.4,42.2,26.8
Q2M1P5,144.9,93.6,116.8,222,97.1,129.5,112.7,135,96.5,119.5,89.7,104.4,69.1,47.6,43.7
Q99436,55.6,44.4,45.2,64.3,32.5,39.5,39.9,49.5,44.4,42.9,40.4,51.6,51.6,51.9,47.6
Q9Y6I3,108.3,47.1,118,52.7,94.7,95.5,111.4,69.9,105.5,97.9,72.8,103.2,34.2,48.6,40.5
Q15323,12.9,23.8,19.4,15.7,14.2,28.7,11.4,38.3,21.4,29.9,19.4,12.8,17.2,34.8,32.8
Q9Y250,13.2,14,13.7,13.1,16.8,12.9,10.8,12.7,9.9,15,16.3,22.9,9.7,9.5,13.4
Q6NXS1,97.5,93.7,125.3,81.1,157.1,81.2,99.9,121.4,169.6,108.1,109.3,98.9,20.5,24.9,25.1
Q7RTV0,146.2,104.2,119.3,131.5,98.6,111.2,133.6,104.1,101.6,113.2,83.8,107.5,68.5,49.8,55.7
Q86VQ1,10.1,13,12.3,8.6,11.9,10.8,9.6,10.2,12.8,14.5,10.7,12.6,3.3,3.9,7.7
Q99735,82.2,53.3,40.4,152.7,37.6,59.7,66.5,85.2,63.7,57.5,60.2,72.1,68.8,46.8,53.1
O75052,22.1,15.6,18.4,22.3,12.8,18.7,20.9,15.6,15.8,26.2,12.6,26.1,18.3,18.5,10.5
O60941,9.2,4.6,7.1,10.3,5.4,6.8,9.3,3.8,6.1,8.1,6.5,9.5,7.5,7.2,3
P46783,1334.1,1111.7,1094.5,762.6,1171.3,1077.8,1381.2,1123.2,974.1,1026.9,1087.4,903.1,240.3,255.1,302.6
Q6WCQ1,161.5,91.9,149.2,92.8,127.1,106.7,128.7,97.1,106.9,115.1,105.4,157.3,81.2,100.9,87.7
Q7Z2Z1,76.4,51.6,65.8,66,60,60.6,62.3,57.4,63.1,73,39.7,44.2,41.1,58.1,42.5
Q969E2,50.3,48.9,41.1,75.8,40.1,51.8,47.1,59.5,50.5,59.9,63.1,68,46.9,39.9,42.1
Q13111,500.9,497.2,451.2,775.8,500.5,370.8,446,585.5,432.8,506.2,434.3,356.9,244.9,255.7,279.8
Q9BQ69,6.5,6.8,4.8,11.5,6.8,4.7,5.4,6.7,5.9,7.6,8.4,5.2,5.2,6.5,4.8
Q8IWZ8,187.3,212.6,276.5,187.4,362,190.1,212.8,249.6,376.5,289.4,175.1,156.1,106.6,163.4,146.8
P15954,11.1,12.3,7.8,13.9,11.9,6.3,16.1,8.2,7.3,9.6,9.7,11.6,7.6,5.8,10.5
Q9HCL2,31.4,26.9,10.6,49.9,13.9,33.9,27.7,30,17.7,32.7,51.9,17.2,32.1,24.8,22.3
Q13585,590.3,585.1,583.4,883.8,453,430.9,552.1,689.3,562.4,504.6,725.6,856.7,487.6,306.5,471.3
Q02878,720.5,365.6,248.4,857.5,223.5,592.5,548.1,411.2,328.4,572.3,280.8,356.6,341.1,210.4,248.7
P20336,233.8,156.6,119,619.1,115,155.8,194.2,251,187.9,158.2,134.1,189.8,186.8,97.4,139.4
Q8N201,115.7,128.1,56.1,192.5,42.5,91.2,88.6,135.4,77.2,102.8,100.1,88,146.8,91.1,84.2
Q6VMQ6,363.2,205.5,393.7,233.6,344.7,242.8,363.9,210.9,400.8,323.8,188.9,300.2,141.7,180.1,133.6
P22061,75.3,32.3,66.6,37.5,36.5,45.8,63,28.9,37.4,53.5,26.3,76.9,28.8,17.4,32.3
P61421,133.6,123.2,81.9,308.4,63.3,122.8,102.2,152.3,95.9,112.3,85.3,103.6,130.6,93.5,89.7
Q96CW5,52.7,45.8,29.5,72.4,20.4,55.6,53,58.1,36.2,44.9,45.9,38.4,60.1,60.7,56.3
P61764,38.8,18.7,21.2,34.7,22.1,28.7,26.6,25.3,27.4,27.8,18.7,26.6,27.1,29.9,24.1
Q96JQ2,375,289.9,786.4,334.2,665,302.7,473.7,410.7,683.6,391.8,596,1009.1,134.8,127.4,161.9
O95263,2,6,3,6.7,2.2,3.5,3,7.4,8.7,0,9.1,5.1,9.8,11.2,19.6
Q6PJG2,21.1,12.8,12.5,19.7,14.9,10.7,18.3,21.8,9.1,18.9,12.7,7.5,3.6,3.2,8.3
P11279,81.1,45.8,75,49.7,80,57.6,95,49,77.8,78.2,52.4,106.9,24.6,28.4,31.2
O00161,378.7,439.4,447.2,550,570,317.3,425.6,583.8,532,383.1,660.8,538.8,196,200.8,182.7
O75534,341.6,204.1,197.4,284.1,152.3,268.8,283.2,219.5,231.9,291.7,179.1,228.3,195.1,180.5,182.9
Q13769,163.2,79.2,83.9,153.8,61.8,130.6,133.3,106.6,101.5,124.5,75.5,102.1,102.4,124.8,116.9
Q9Y6G3,104.9,143,92.2,142.3,149.8,103.8,119.2,151.5,122,142.3,126,71.5,46.8,41.9,40.5
Q8NCF5,169.5,93.7,173.8,94.8,178.5,134.1,165.3,105.6,159.5,171.1,69.5,101,39.2,49.9,46.9
P36957,177,124.9,108.6,293.1,116,154.8,179,169.8,142.4,152.4,102,161.4,165.1,182.1,128.8
Q6IQ49,237.3,119.2,202.5,117.5,217.4,208.9,285.6,132.8,242.7,213.8,137.7,185.2,137,87.9,283
Q8N8L2,321.6,159.5,256.9,252.1,263.8,284.4,355.5,213.8,172,217.2,167.9,222.4,65.2,53.6,63.7
Q7Z7K6,111.8,69.1,37.9,162.1,30.2,84.6,75.9,74.3,48,87.8,50.8,63.3,53.3,40.7,38.7
Q9Y5V0,66.7,181.3,65.5,100.1,109.2,66.8,106.7,139.3,111.8,89.7,266.7,57.8,91.7,48.8,44.7
Q5T3J3,40,30.7,31.6,27.6,38.5,32.4,37,38.9,43.7,39.5,20,19.7,16.5,11.6,13.5
P28676,171.1,107.4,166.7,81.8,114.6,144.1,179.6,158.8,81.2,126.7,131.2,175.8,31.2,24.2,31.3
Q9ULT8,64.3,28.6,30.1,27.2,20.3,44.7,48.3,28.1,24.6,35.2,34.7,38.9,33.6,33,34.7
Q9UBV8,277.6,362.7,332.7,220,294.6,229.3,332.7,371.3,271.1,285,399.6,332.3,115.6,116,143.7
Q9BWW4,63.5,75.3,96.9,59.6,100.9,57.6,68.3,95.8,88.5,84.8,69.6,58.1,9.2,8,9.4
Q9UN86,463.2,185.4,396.9,168.3,324.5,370.5,457.8,221.7,291.3,325.5,223,382.5,105.7,134.4,125
Q9BZZ5,598,519,655.8,408.1,567.9,458.1,721.8,630.3,606.2,575.5,480.2,613.1,447.9,439.6,520
Q6UVY6,36.5,28.8,28,48.5,17,19.3,25.6,32.6,30.7,20.2,26.8,42.3,23.9,20.4,24.9
Q5TC82,167.1,152.5,166.1,128.8,156.1,163.6,187.5,176.9,187.3,179.6,204,158.2,70.9,93.1,80.7
Q6P158,40.3,35.6,24.1,32.1,17,27.7,34.6,30.6,23.3,30.3,28.6,31.7,52.8,74.8,65.3
Q9Y383,308,349.1,231.2,248.3,316.5,245.4,269.7,342.9,265.9,332.9,268.6,182.9,138.5,285.9,211.4
O14617,227.4,166.6,116.7,192.8,86.6,174.6,189.1,159.7,107,168.5,134,168.1,206.4,99.6,115
Q92968,45.6,27.9,45.4,54.5,35.8,40.4,47.6,34.3,41.3,39,27.7,43.6,18.9,26.1,21.7
P52789,196.2,126.3,87.6,182.8,70.3,152.6,179.7,138.4,110.8,128.8,112.1,118.5,174.1,86.9,107.2
Q12800,28.1,12.4,15.5,28.1,11.9,26.9,24.9,18.6,12.7,23.1,16,23.2,22,24.1,17.9
Q9BWC9,7.8,5.9,11.5,7.5,9.1,7.9,9.6,5.7,10.7,10,7.2,5,3.9,3.6,3.5
Q3V6T2,47.5,30.1,49.2,26.6,36.3,37.1,39.4,29.3,35.4,34.4,29.4,47.8,25.4,35.3,27.1
Q9H2P0,146.3,104.8,129.9,182.3,119.5,121.6,140.8,132.4,131.8,137.6,96.7,108,78.2,68.8,79.7
E9PRG8,5.1,9.5,6.2,7.5,9.4,8.3,11,13.6,8.9,7.1,8.4,6,12.5,14.9,18.1
Q9NQR1,20.2,5.3,10.8,13.6,4,21.1,14.1,9.9,5.5,17,6.6,13.4,8,5.7,3.4
Q7Z3Y7,427,832.1,653.7,856.3,595.5,212,461,702.7,867.5,250.8,1359.3,582.4,1171.9,1285.2,2374.1
P25786,43.8,30.8,38.2,84.6,29.3,32.9,40.8,45.7,39.2,56.9,21.1,52.8,30.4,18.6,19.5
A6NKW6,3,14.5,4.9,8.4,9.1,3.2,5.5,21.6,7.9,5.7,34.4,4,0,0,0
Q9UJA3,15.7,13.1,6.3,14.1,5.7,14.2,12.1,12.1,6.4,14.5,7.4,9.1,10.9,14.4,13.2
Q9UEU0,231,405.4,283.5,274.5,410.7,209.9,281.2,550.5,358.5,261.7,660.1,308,86.8,118.2,114.1
Q9NQ48,92.4,37.2,103.8,44,56.7,58.2,70.6,37.4,55.4,68.6,40.8,124.3,48.4,43.1,41.7
Q8NF91,170.5,119.9,270.2,133,221.4,134.4,189.1,137,192.1,164.8,177.3,338,91.7,105.2,130.3
Q9NVT9,45.5,23.3,32.3,42.5,19.2,38.2,43.3,26.7,25.5,23.3,37.4,56.3,26.6,30.3,26.9
P61962,64,43.7,25.7,111.7,21.7,45.6,43.3,52.1,27.2,53.6,33.4,35.1,44.2,35.5,34
P11233,99.2,42.3,75.4,90.3,51.9,60.8,72.9,57.8,48.2,64.3,33.8,89.9,48,35.7,35.4
Q15334,45.5,30.7,31.6,54.8,28.3,35.8,27.6,39.7,37,37.6,34,39.5,43.9,33.4,36
P59998,23,13.1,12.8,39.3,12.3,18.1,24.3,22.6,16.2,19.7,19.8,18.7,31.8,20.4,11.9
Q9NWH9,143.1,210.8,136,222.2,133.3,135.4,138.5,241.5,150.8,163.3,176.3,105.7,57.7,97.4,177.3
Q04637,1158.4,676.7,839.8,636,675.5,890,1113.4,734.5,740.7,772.1,958.3,1008.6,313.1,299.6,342.8
Q8TDR0,198.5,138.7,193.8,166.6,193.9,170.2,209.7,179.3,193.3,221.2,139,170,99,115.1,98.8
P61086,108.1,36.3,112.9,42,38.4,73.9,75.9,38,26.9,84.1,34.2,156.7,55.4,31,42.1
Q9NRN7,206.4,75.6,83.6,142.5,42.9,153.3,140.5,90.3,38.5,129.5,58.5,114.4,79.9,35.7,44.9
O43251,43.9,53.3,97,21.2,78.2,48.9,62.5,52.2,65.2,62.9,26.6,56.9,15.6,17.8,14.9
Q05397,57.1,49.6,58.8,41,48.6,58.1,64.1,67,49.2,56.4,68.7,88.9,36.3,51,59.5
Q92585,55.5,48.5,50.1,55.8,55.5,48.4,61.9,54,60.1,53.4,50,40.3,26.9,37.6,30.4
P42224,241.2,151,143.2,190.1,114.7,196.9,218,176.5,96.7,198.8,167,228.9,214.1,190,180.3
O15460,39.3,29.9,23.4,79.6,20.2,33.7,33.8,43,32.2,38.6,27.5,29.1,37.1,32.6,27.7
O75390,350.9,382.9,282.4,1049.2,260.5,293.7,321.6,494.8,362,310.7,287.3,312.7,465.6,253.9,306.8
Q8NDV7,522,276.1,434.4,327,471.6,504.4,607.3,381.3,463.6,542.2,379.5,399.8,107.8,123.3,130.5
P11182,12.2,43.2,27.6,38.5,26.6,12.2,15.5,46.5,30.8,16.1,42.4,27.5,42.3,63.2,107.5
Q14457,106.5,26.1,126.2,39.5,65,57.9,79.7,35.2,50.4,69.9,36,124,25.2,17.1,17.8
Q15007,437.3,262,558.4,310.6,552.6,380.1,499.9,298.2,474.3,454.4,210.6,337.3,110.5,124.6,127.1
P09936,41.4,22.4,45.2,31.6,30.7,35.6,37.9,25.9,30.3,36.9,21.4,32.3,6.8,3.8,6.5
O95402,56.2,39.9,48.2,50,69.7,54,51.6,43,51.5,97.9,27.2,34.4,20.5,27.4,31.6
O14917,64.1,51.9,74.9,47.9,80,55.6,66.2,52.3,65.1,72.9,47.7,57.7,31.9,38.7,29.7
Q8NEY1,83.6,59.4,80.7,58.5,73.7,56.4,66.4,52.3,62.5,80.3,77.6,88.7,21.2,34.8,26.7
Q8IYB3,218.6,318.5,191.3,214.4,239.3,205.3,234.3,353.5,322.1,248.8,266.1,152.6,168.4,369.8,286.5
Q15223,80.9,87.5,151,79.5,149.7,83.9,103.9,100.3,136.3,90.8,138.7,132,28.5,25.8,28.5
Q12872,598.1,363.9,593.7,328,587.7,531.7,585.5,408.4,506.4,656.8,296.9,411.8,206.6,328.4,293.2
P52797,18.7,22.1,30.8,49.8,22.7,12.4,25.5,27.4,31.2,17.6,18.6,23.1,14.7,13.8,16.6
Q99536,139.6,173.2,138.4,212.6,125.2,113.6,143.6,193.4,195.4,170.4,158,188.2,191.7,159.1,146.6
O95456,9.9,10.8,5.1,5.8,3.2,10.1,9.8,9.6,8.9,8.5,4.1,5.6,12.6,13,17.5
P02656,5.9,6.4,0,6.5,4.2,0,3.7,8.6,0,5,8.2,7.9,17.8,28.9,20.4
Q5VV67,137.7,55.1,91.9,53.4,74.3,107.1,122.8,49.6,82.1,107.8,46.2,64.4,15.5,19,23.7
P01834,25.1,40.3,29.7,38.2,38.2,11.5,26.3,28.1,27.9,23.7,67.2,45.1,335.5,82.2,101
Q16698,36.7,34.8,25.4,83.6,28.3,33.4,29.1,40.8,35.6,40,33.9,27.3,42.1,28,23
Q15046,159.7,94.5,78.2,172.1,55.8,139.5,146.6,106.4,87.1,131,82.5,120,126.4,121.6,150.9
Q86UP3,176.5,74.1,133.8,116.6,123.2,135.9,168.3,91.7,118,160.1,73.4,108.1,51.9,54.5,49
P54819,212.6,175.3,173.3,267,150.5,146.9,171.6,191.9,155.5,179.2,144.6,202.5,160.8,114.5,128.7
O95169,81,111.2,93,140.6,88.1,69.6,79.8,140.4,84.5,97.1,117.4,94,80.5,86.3,93.9
Q9Y4C2,69.9,39.8,31.1,90.4,27.6,46,51.4,54.4,42.3,40.9,29.9,32.2,47.7,36.1,41.5
P31150,2.6,5.9,4.3,11.6,4.3,6,4.1,12.8,6.5,5.3,3.5,8.4,13,9.5,10.7
Q14012,8.1,0,10.1,0,5.6,0,7.3,0,3.2,3.5,2.3,11,3.2,0,4.3
Q8IUD2,374.2,333.7,444.9,269.1,436.4,266.5,380,361.7,405.4,334.6,480.6,482.3,163,176.2,191.5
P0DPB5,103.9,212.1,169.8,105.2,249.5,107.1,155.2,192.2,231.3,188,127.6,94.8,39.3,43.9,69.3
Q96M86,3.9,11.5,7.5,9.2,6,3.7,5.5,11.5,7.3,5.6,18.6,7.3,27.4,35,37.6
P78348,18.2,17.3,26.3,31.4,24.7,16.6,22.5,27.1,24.4,19.7,21.1,45.7,23.1,21.2,22
O95831,255.6,168.4,114.6,385.4,110.3,214.5,218.4,223.9,162.7,222.8,142.7,205.2,224.3,190.3,228.4
Q96M89,98,56.5,43,73,41.6,62.9,75.7,44.7,44.2,66.3,41.8,41.3,45.4,45.9,33.5
Q9Y5B0,34.8,9.6,15.2,11.9,13.6,21,17,11.7,13.9,16.5,9.4,22.9,11.9,14.7,12.4
P82932,10.9,11.8,4,13.2,6.3,7.5,6.7,12.3,7.9,5.7,6.3,4.8,5.1,2.9,0
O00178,47.7,28.5,21.8,43.3,15.4,28,31.5,27.7,27.4,27.1,24.4,28.2,30,16.1,23.7
P42766,106.9,82.1,94.7,79.7,120.3,85.4,108.8,70.9,149.1,102.8,61.3,87.1,54.9,132.3,147.5
Q16629,681.5,705.3,757.3,436.6,889.1,626.6,804.3,719.7,778.4,789.6,463,447.7,235.1,243.7,283.3
Q9NX76,61.8,34.6,51.7,54.2,36.8,44,53,63.2,39.1,51.1,46.5,56.1,29.2,7.7,14.6
Q4VCS5,593.6,427.3,673.6,454.4,614.2,507,752.8,628.6,757,697.7,631.2,791.7,253.3,291.3,292.3
P04350,130.1,60,49,97.8,27.2,71.7,68.5,58.7,36.5,97.8,62.8,79.8,223.2,45.1,59.1
P78318,301.6,146.4,307.4,126.1,242.2,206.1,299.3,184.8,206.6,275.2,185.4,319.7,63.3,90,79.6
Q8WUQ7,62.5,41.7,56.4,58.2,52,45,64.5,50.2,52.8,61.3,36.1,49.7,54.2,78.8,60.4
P60866,126.6,109,75.1,244.2,72.6,97.9,110.9,144,127.2,90.5,95,106.2,111.6,56.8,59.2
Q5TFQ8,24.9,24.2,43.6,19.9,37.9,16.8,19.2,37.1,44,21.2,46.5,33.6,7.2,6.6,9.6
Q15181,218.1,81.5,271,140.1,122.7,165.2,207.1,101.3,82.3,114.6,71.9,278.1,77.5,39.6,61.6
Q96K76,38.3,18.6,23.6,22.8,20.5,31.4,22.8,23.2,19.3,27.6,22.7,34.2,26.4,23.8,27.6
P19087,220.8,174.4,137.7,390.7,117.9,170.7,193.3,220,166.8,190,142.5,176.8,209.3,126.8,159
Q8N3F0,36.4,31.5,49.3,27.9,30.4,28.8,37.6,42.8,28.3,32.4,38.9,69.7,42.8,67.4,73.5
Q9P209,6.1,0,0,0,5.3,2.7,4.6,3.4,0,5.2,0,0,0,0,0
Q6BEB4,321.6,159.5,256.9,252.1,263.8,284.4,355.5,213.8,172,217.2,167.9,222.4,65.2,53.6,63.7
Q8WV19,35.5,40,30.6,35.6,21.5,25.2,23.4,42.3,25.8,32.1,34.1,34.8,33.8,31.8,36.3
P22090,165.8,100.8,70.9,232,58.6,162,118.1,115.9,88.6,170.5,72.2,74.9,91.4,60.6,63.9
Q5JPE7,319,190.8,191.7,269.5,199.3,248.7,282.1,198.9,200.3,290.8,170.7,221,232.2,222.4,213.1
Q9Y448,65.7,45.2,63.2,27.5,48.1,56.5,67.6,44.3,43.5,68.7,47.7,53.6,20.6,17.1,18.9
P36639,9.3,9.8,20.3,14.2,14.6,13.6,15.6,8.8,11.5,12.2,11.7,19,14.2,19.4,12.7
P19022,256.9,437.9,425,433.4,476.7,178.6,292.6,479.3,536.1,259.2,461.1,357,141,169.6,187.6
Q9H0S4,78.7,45.1,29.6,117.8,25.5,56.9,63.5,52.4,40.3,56,35.3,42.1,49.4,30.1,40.1
Q8IVD9,141.1,23,117,29.8,49.2,86.3,112,23.4,42.2,73.8,28.8,133.9,16.3,19.1,14.7
O75155,32.9,24.9,17.2,26.3,11.6,31.2,19.6,25.1,15.7,25.2,15.8,21.2,23.6,35.7,23.1
Q9Y4A5,37.7,41.8,18.1,62,19.5,37.6,29.2,42.2,38,30.5,44.4,27.1,49.2,53.6,53.3
